BFF17,Port 1,Port 1,Port 2,Port 2,Port 3,Port 3,Port 4,Port 5,Port 5
1274 records,5TM Moisture/Temp,5TM Moisture/Temp,5TM Moisture/Temp,5TM Moisture/Temp,5TM Moisture/Temp,5TM Moisture/Temp,,5TM Moisture/Temp,5TM Moisture/Temp
Measurement Time,m_/m_ VWC,¡C Temp,m_/m_ VWC,¡C Temp,m_/m_ VWC,¡C Temp,None,m_/m_ VWC,¡C Temp
8/21/2017 2:00 PM,0.167,22.8,0.064,25.5,0.064,22.9,,0.099,25.2
8/21/2017 3:00 PM,0.170,25.2,0.062,27.4,0.064,24.6,,0.101,27.4
8/21/2017 4:00 PM,0.171,26.0,0.060,27.3,0.062,24.8,,0.100,27.0
8/21/2017 5:00 PM,0.172,26.1,0.057,26.8,0.060,24.5,,0.098,25.8
8/21/2017 6:00 PM,0.170,24.9,0.055,25.1,0.057,23.6,,0.097,25.0
8/21/2017 7:00 PM,0.168,23.7,0.053,23.7,0.055,22.6,,0.095,23.6
8/21/2017 8:00 PM,0.166,22.0,0.052,21.5,0.053,20.9,,0.093,21.4
8/21/2017 9:00 PM,0.165,20.6,0.051,19.5,0.052,19.4,,0.091,19.7
8/21/2017 10:00 PM,0.163,19.2,0.051,17.7,0.052,18.0,,0.089,18.1
8/21/2017 11:00 PM,0.162,18.1,0.051,16.3,0.052,17.0,,0.089,16.9
8/22/2017 12:00 AM,0.161,17.3,0.051,15.6,0.052,16.4,,0.088,16.1
8/22/2017 1:00 AM,0.160,16.6,0.051,14.9,0.052,15.8,,0.087,15.4
8/22/2017 2:00 AM,0.159,15.9,0.052,14.0,0.052,15.1,,0.087,14.7
8/22/2017 3:00 AM,0.158,15.2,0.052,13.3,0.051,14.4,,0.086,14.0
8/22/2017 4:00 AM,0.158,14.7,0.052,12.6,0.051,13.9,,0.086,13.4
8/22/2017 5:00 AM,0.156,14.1,0.053,12.0,0.051,13.3,,0.085,12.8
8/22/2017 6:00 AM,0.156,13.5,0.053,11.3,0.051,12.7,,0.085,12.3
8/22/2017 7:00 AM,0.155,13.0,0.053,10.9,0.051,12.3,,0.085,11.8
8/22/2017 8:00 AM,0.155,12.7,0.054,11.0,0.051,12.1,,0.084,11.6
8/22/2017 9:00 AM,0.155,12.9,0.055,12.0,0.052,12.6,,0.085,12.1
8/22/2017 10:00 AM,0.156,14.9,0.057,16.3,0.053,15.0,,0.086,14.9
8/22/2017 11:00 AM,0.159,18.1,0.059,21.6,0.055,18.7,,0.090,19.5
8/22/2017 12:00 PM,0.163,21.4,0.059,25.9,0.056,21.9,,0.094,23.4
8/22/2017 1:00 PM,0.166,24.1,0.058,28.6,0.057,24.4,,0.097,26.6
8/22/2017 2:00 PM,0.168,26.2,0.056,30.2,0.056,26.2,,0.098,29.0
8/22/2017 3:00 PM,0.170,27.6,0.053,30.7,0.054,27.2,,0.098,30.0
8/22/2017 4:00 PM,0.170,28.1,0.051,30.4,0.052,27.3,,0.097,29.3
8/22/2017 5:00 PM,0.170,28.0,0.049,29.6,0.049,26.9,,0.094,27.8
8/22/2017 6:00 PM,0.169,26.6,0.046,27.5,0.047,25.7,,0.093,26.8
8/22/2017 7:00 PM,0.167,25.1,0.045,25.7,0.045,24.4,,0.091,25.2
8/22/2017 8:00 PM,0.165,23.4,0.043,23.1,0.043,22.4,,0.088,22.8
8/22/2017 9:00 PM,0.163,21.8,0.043,20.8,0.042,20.7,,0.086,21.0
8/22/2017 10:00 PM,0.161,20.3,0.042,18.8,0.041,19.1,,0.085,19.3
8/22/2017 11:00 PM,0.160,19.2,0.042,17.6,0.041,18.1,,0.084,18.1
8/23/2017 12:00 AM,0.159,18.4,0.042,16.8,0.041,17.4,,0.083,17.4
8/23/2017 1:00 AM,0.158,17.6,0.042,15.7,0.041,16.6,,0.083,16.5
8/23/2017 2:00 AM,0.157,16.8,0.042,14.8,0.041,15.9,,0.082,15.7
8/23/2017 3:00 AM,0.156,16.1,0.042,14.0,0.041,15.1,,0.082,14.9
8/23/2017 4:00 AM,0.155,15.6,0.042,13.5,0.041,14.7,,0.081,14.4
8/23/2017 5:00 AM,0.155,15.0,0.042,12.8,0.042,14.1,,0.081,13.8
8/23/2017 6:00 AM,0.154,14.4,0.042,12.2,0.042,13.6,,0.080,13.2
8/23/2017 7:00 AM,0.153,14.0,0.042,11.8,0.042,13.2,,0.080,12.8
8/23/2017 8:00 AM,0.153,13.7,0.043,11.9,0.042,13.0,,0.080,12.6
8/23/2017 9:00 AM,0.153,13.9,0.044,12.9,0.043,13.5,,0.080,13.1
8/23/2017 10:00 AM,0.154,15.4,0.046,16.6,0.044,15.5,,0.082,15.5
8/23/2017 11:00 AM,0.157,18.3,0.048,21.8,0.046,19.0,,0.085,19.4
8/23/2017 12:00 PM,0.159,21.3,0.049,25.8,0.046,22.1,,0.088,23.1
8/23/2017 1:00 PM,0.162,23.8,0.049,28.6,0.047,24.5,,0.090,26.0
8/23/2017 2:00 PM,0.165,25.8,0.048,30.3,0.046,26.4,,0.091,28.4
8/23/2017 3:00 PM,0.166,27.2,0.047,30.6,0.045,27.2,,0.091,29.3
8/23/2017 4:00 PM,0.164,25.6,0.043,27.4,0.040,24.9,,0.086,26.3
8/23/2017 5:00 PM,0.162,24.2,0.042,25.9,0.039,23.8,,0.085,24.5
8/23/2017 6:00 PM,0.162,24.1,0.042,25.3,0.038,23.6,,0.084,24.7
8/23/2017 7:00 PM,0.160,23.0,0.041,23.8,0.037,22.5,,0.082,23.2
8/23/2017 8:00 PM,0.159,22.0,0.040,22.1,0.036,21.4,,0.080,21.8
8/23/2017 9:00 PM,0.158,20.9,0.040,20.3,0.035,20.2,,0.078,20.5
8/23/2017 10:00 PM,0.156,19.6,0.039,18.4,0.034,18.7,,0.077,18.9
8/23/2017 11:00 PM,0.156,18.9,0.039,18.0,0.034,18.2,,0.076,18.3
8/24/2017 12:00 AM,0.155,18.6,0.039,17.8,0.034,18.0,,0.076,18.0
8/24/2017 1:00 AM,0.155,18.2,0.039,17.1,0.034,17.5,,0.076,17.5
8/24/2017 2:00 AM,0.154,17.7,0.039,16.5,0.034,17.0,,0.076,16.9
8/24/2017 3:00 AM,0.154,17.1,0.039,15.6,0.034,16.3,,0.075,16.3
8/24/2017 4:00 AM,0.153,16.6,0.039,15.2,0.034,15.9,,0.075,15.8
8/24/2017 5:00 AM,0.153,16.4,0.039,15.2,0.034,15.8,,0.075,15.7
8/24/2017 6:00 AM,0.152,16.3,0.040,15.1,0.034,15.7,,0.075,15.6
8/24/2017 7:00 AM,0.152,16.1,0.040,14.8,0.034,15.5,,0.075,15.3
8/24/2017 8:00 AM,0.151,15.7,0.040,14.5,0.034,15.2,,0.075,15.0
8/24/2017 9:00 AM,0.151,16.0,0.041,15.8,0.035,15.8,,0.076,15.7
8/24/2017 10:00 AM,0.153,17.2,0.043,19.0,0.037,17.5,,0.077,17.6
8/24/2017 11:00 AM,0.156,20.3,0.046,25.0,0.040,21.5,,0.080,22.0
8/24/2017 12:00 PM,0.159,23.4,0.047,29.2,0.042,24.5,,0.083,25.7
8/24/2017 1:00 PM,0.159,24.5,0.045,28.5,0.040,24.8,,0.082,26.4
8/24/2017 2:00 PM,0.159,24.5,0.044,28.1,0.039,25.1,,0.081,26.5
8/24/2017 3:00 PM,0.160,24.7,0.043,27.6,0.038,24.9,,0.080,26.2
8/24/2017 4:00 PM,0.160,24.9,0.043,27.8,0.037,25.1,,0.078,26.2
8/24/2017 5:00 PM,0.159,24.8,0.042,27.0,0.035,24.8,,0.077,25.7
8/24/2017 6:00 PM,0.157,23.4,0.040,24.5,0.033,23.1,,0.074,23.7
8/24/2017 7:00 PM,0.156,21.7,0.039,21.4,0.032,21.3,,0.073,21.4
8/24/2017 8:00 PM,0.154,20.4,0.039,19.8,0.032,20.1,,0.072,20.0
8/24/2017 9:00 PM,0.153,19.4,0.038,18.0,0.032,18.8,,0.071,18.6
8/24/2017 10:00 PM,0.152,18.5,0.038,17.0,0.032,17.8,,0.071,17.7
8/24/2017 11:00 PM,0.151,17.8,0.038,16.4,0.032,17.3,,0.071,17.0
8/25/2017 12:00 AM,0.151,17.3,0.038,15.6,0.032,16.7,,0.071,16.4
8/25/2017 1:00 AM,0.150,16.6,0.038,14.7,0.031,16.0,,0.071,15.6
8/25/2017 2:00 AM,0.150,16.1,0.038,14.2,0.031,15.4,,0.071,15.1
8/25/2017 3:00 AM,0.150,15.8,0.039,14.0,0.031,15.2,,0.071,14.9
8/25/2017 4:00 AM,0.149,15.3,0.038,13.3,0.031,14.6,,0.071,14.3
8/25/2017 5:00 AM,0.148,14.8,0.039,12.6,0.031,13.9,,0.070,13.7
8/25/2017 6:00 AM,0.148,14.4,0.039,12.4,0.031,13.7,,0.070,13.4
8/25/2017 7:00 AM,0.148,14.0,0.039,11.9,0.031,13.3,,0.070,12.9
8/25/2017 8:00 AM,0.147,13.6,0.039,11.8,0.031,13.0,,0.070,12.7
8/25/2017 9:00 AM,0.148,13.9,0.040,13.0,0.032,13.5,,0.071,13.1
8/25/2017 10:00 AM,0.149,15.6,0.043,17.4,0.035,16.2,,0.073,16.0
8/25/2017 11:00 AM,0.151,18.4,0.046,22.2,0.038,19.6,,0.075,19.8
8/25/2017 12:00 PM,0.154,21.3,0.049,26.1,0.040,22.7,,0.078,23.6
8/25/2017 1:00 PM,0.157,23.8,0.050,28.5,0.043,24.9,,0.080,26.6
8/25/2017 2:00 PM,0.158,25.1,0.049,28.8,0.043,25.5,,0.080,27.8
8/25/2017 3:00 PM,0.157,23.6,0.047,24.8,0.041,22.8,,0.077,24.6
8/25/2017 4:00 PM,0.156,20.4,0.047,19.0,0.041,19.6,,0.080,19.8
8/25/2017 5:00 PM,0.156,18.7,0.048,17.3,0.041,18.2,,0.084,18.1
8/25/2017 6:00 PM,0.157,18.2,0.053,17.9,0.042,18.3,,0.089,18.5
8/25/2017 7:00 PM,0.158,18.4,0.056,17.7,0.042,18.4,,0.091,18.6
8/25/2017 8:00 PM,0.158,17.4,0.056,16.1,0.041,16.9,,0.091,17.0
8/25/2017 9:00 PM,0.158,16.3,0.057,14.8,0.041,15.8,,0.091,15.7
8/25/2017 10:00 PM,0.158,15.6,0.058,14.0,0.041,15.1,,0.091,14.9
8/25/2017 11:00 PM,0.157,14.8,0.058,13.0,0.040,14.2,,0.091,13.9
8/26/2017 12:00 AM,0.156,14.1,0.058,12.3,0.040,13.6,,0.091,13.1
8/26/2017 1:00 AM,0.156,13.7,0.059,12.0,0.041,13.2,,0.091,12.8
8/26/2017 2:00 AM,0.156,13.2,0.059,11.4,0.041,12.7,,0.091,12.2
8/26/2017 3:00 AM,0.156,12.7,0.060,10.8,0.041,12.2,,0.091,11.7
8/26/2017 4:00 AM,0.156,12.2,0.060,10.3,0.041,11.7,,0.091,11.2
8/26/2017 5:00 AM,0.156,11.7,0.060,9.8,0.041,11.2,,0.091,10.7
8/26/2017 6:00 AM,0.155,11.2,0.061,9.2,0.041,10.7,,0.090,10.1
8/26/2017 7:00 AM,0.155,10.8,0.061,8.8,0.041,10.3,,0.090,9.7
8/26/2017 8:00 AM,0.155,10.5,0.061,8.9,0.042,10.1,,0.091,9.5
8/26/2017 9:00 AM,0.155,10.9,0.063,10.2,0.042,10.7,,0.091,10.4
8/26/2017 10:00 AM,0.157,13.2,0.066,14.8,0.044,13.6,,0.094,14.2
8/26/2017 11:00 AM,0.160,16.7,0.070,19.6,0.047,17.5,,0.096,18.4
8/26/2017 12:00 PM,0.163,19.8,0.072,22.8,0.049,20.6,,0.098,21.8
8/26/2017 1:00 PM,0.166,22.1,0.073,24.6,0.052,22.8,,0.100,24.4
8/26/2017 2:00 PM,0.167,23.8,0.074,25.7,0.054,24.5,,0.101,26.4
8/26/2017 3:00 PM,0.168,24.9,0.074,26.0,0.056,25.3,,0.101,27.7
8/26/2017 4:00 PM,0.170,25.6,0.074,25.5,0.057,25.1,,0.101,27.6
8/26/2017 5:00 PM,0.170,25.7,0.074,25.0,0.057,24.7,,0.098,26.0
8/26/2017 6:00 PM,0.168,24.2,0.071,23.0,0.056,23.0,,0.097,24.9
8/26/2017 7:00 PM,0.166,22.6,0.070,21.6,0.055,21.7,,0.095,23.0
8/26/2017 8:00 PM,0.164,20.8,0.068,19.5,0.053,19.6,,0.092,20.5
8/26/2017 9:00 PM,0.162,19.2,0.066,17.6,0.051,17.9,,0.090,18.6
8/26/2017 10:00 PM,0.161,17.8,0.065,16.0,0.050,16.6,,0.089,17.0
8/26/2017 11:00 PM,0.160,16.7,0.064,14.9,0.050,15.6,,0.087,15.9
8/27/2017 12:00 AM,0.159,15.9,0.063,13.9,0.049,14.8,,0.086,14.9
8/27/2017 1:00 AM,0.158,15.0,0.062,13.0,0.049,13.9,,0.086,13.9
8/27/2017 2:00 AM,0.157,14.3,0.062,12.2,0.049,13.3,,0.085,13.1
8/27/2017 3:00 AM,0.156,13.6,0.061,11.5,0.048,12.6,,0.084,12.5
8/27/2017 4:00 AM,0.155,13.0,0.061,10.9,0.048,12.1,,0.083,11.9
8/27/2017 5:00 AM,0.155,12.5,0.061,10.3,0.048,11.6,,0.083,11.3
8/27/2017 6:00 AM,0.154,12.0,0.061,9.8,0.048,11.1,,0.082,10.8
8/27/2017 7:00 AM,0.153,11.5,0.060,9.4,0.048,10.7,,0.081,10.4
8/27/2017 8:00 AM,0.153,11.2,0.060,9.4,0.048,10.5,,0.081,10.1
8/27/2017 9:00 AM,0.153,11.6,0.061,10.7,0.049,11.2,,0.082,11.0
8/27/2017 10:00 AM,0.154,13.7,0.064,14.9,0.050,13.9,,0.084,14.4
8/27/2017 11:00 AM,0.157,17.0,0.067,20.0,0.053,17.9,,0.088,18.9
8/27/2017 12:00 PM,0.161,20.6,0.070,24.2,0.056,21.5,,0.092,23.3
8/27/2017 1:00 PM,0.164,23.8,0.072,27.0,0.059,24.4,,0.096,27.0
8/27/2017 2:00 PM,0.168,26.2,0.072,28.6,0.062,26.3,,0.098,29.6
8/27/2017 3:00 PM,0.170,27.8,0.071,29.2,0.065,27.2,,0.100,30.6
8/27/2017 4:00 PM,0.171,28.4,0.069,28.8,0.065,27.0,,0.099,30.2
8/27/2017 5:00 PM,0.171,28.1,0.066,28.0,0.064,26.4,,0.097,28.5
8/27/2017 6:00 PM,0.169,26.5,0.063,25.9,0.061,24.8,,0.095,27.1
8/27/2017 7:00 PM,0.167,25.0,0.061,24.5,0.059,23.6,,0.094,25.3
8/27/2017 8:00 PM,0.165,23.1,0.058,22.3,0.056,21.7,,0.091,22.9
8/27/2017 9:00 PM,0.163,21.5,0.057,20.2,0.054,20.0,,0.089,20.9
8/27/2017 10:00 PM,0.161,20.0,0.055,18.5,0.052,18.6,,0.087,19.2
8/27/2017 11:00 PM,0.160,19.0,0.055,17.4,0.052,17.7,,0.086,18.1
8/28/2017 12:00 AM,0.159,18.1,0.054,16.5,0.051,16.9,,0.085,17.1
8/28/2017 1:00 AM,0.158,17.3,0.053,15.5,0.051,16.1,,0.084,16.2
8/28/2017 2:00 AM,0.157,16.5,0.053,14.6,0.050,15.3,,0.083,15.4
8/28/2017 3:00 AM,0.156,15.8,0.053,13.8,0.049,14.6,,0.082,14.6
8/28/2017 4:00 AM,0.156,15.2,0.053,13.2,0.049,14.1,,0.082,14.0
8/28/2017 5:00 AM,0.155,14.6,0.053,12.6,0.049,13.5,,0.081,13.3
8/28/2017 6:00 AM,0.154,14.0,0.053,11.9,0.049,13.0,,0.080,12.7
8/28/2017 7:00 AM,0.153,13.5,0.053,11.5,0.049,12.6,,0.080,12.3
8/28/2017 8:00 AM,0.153,13.1,0.053,11.5,0.049,12.3,,0.079,12.0
8/28/2017 9:00 AM,0.153,13.4,0.054,12.5,0.049,12.9,,0.080,12.7
8/28/2017 10:00 AM,0.154,15.0,0.055,15.7,0.051,15.1,,0.082,15.6
8/28/2017 11:00 AM,0.156,17.7,0.058,19.8,0.052,18.1,,0.085,19.2
8/28/2017 12:00 PM,0.160,20.9,0.059,23.9,0.053,21.4,,0.089,23.2
8/28/2017 1:00 PM,0.163,23.8,0.059,26.9,0.055,24.2,,0.093,26.7
8/28/2017 2:00 PM,0.166,26.2,0.058,28.8,0.056,26.1,,0.095,29.3
8/28/2017 3:00 PM,0.168,27.6,0.055,29.2,0.055,26.7,,0.096,30.0
8/28/2017 4:00 PM,0.168,27.5,0.052,28.6,0.052,26.1,,0.095,28.9
8/28/2017 5:00 PM,0.167,27.0,0.049,27.9,0.048,25.6,,0.093,27.6
8/28/2017 6:00 PM,0.166,25.8,0.046,26.3,0.045,24.4,,0.091,26.1
8/28/2017 7:00 PM,0.164,24.6,0.045,24.8,0.043,23.4,,0.089,24.6
8/28/2017 8:00 PM,0.162,22.9,0.043,22.5,0.040,21.7,,0.087,22.4
8/28/2017 9:00 PM,0.160,21.1,0.042,20.1,0.039,19.9,,0.085,20.3
8/28/2017 10:00 PM,0.159,19.8,0.041,18.7,0.038,18.7,,0.083,18.8
8/28/2017 11:00 PM,0.158,18.9,0.041,17.6,0.038,17.8,,0.082,17.8
8/29/2017 12:00 AM,0.157,17.8,0.041,16.3,0.037,16.8,,0.081,16.7
8/29/2017 1:00 AM,0.156,17.0,0.040,15.2,0.036,15.9,,0.080,15.8
8/29/2017 2:00 AM,0.155,16.1,0.040,14.2,0.036,15.1,,0.079,15.0
8/29/2017 3:00 AM,0.154,15.4,0.040,13.5,0.035,14.4,,0.079,14.3
8/29/2017 4:00 AM,0.153,14.9,0.040,13.0,0.035,13.9,,0.078,13.7
8/29/2017 5:00 AM,0.153,14.4,0.040,12.5,0.035,13.5,,0.077,13.2
8/29/2017 6:00 AM,0.151,13.9,0.040,11.9,0.035,13.0,,0.077,12.7
8/29/2017 7:00 AM,0.151,13.5,0.040,11.7,0.035,12.7,,0.076,12.3
8/29/2017 8:00 AM,0.151,13.5,0.041,12.1,0.035,12.8,,0.077,12.6
8/29/2017 9:00 AM,0.151,13.9,0.041,13.1,0.036,13.4,,0.077,13.2
8/29/2017 10:00 AM,0.152,15.3,0.043,16.0,0.038,15.3,,0.079,15.6
8/29/2017 11:00 AM,0.153,16.3,0.043,16.8,0.038,16.2,,0.079,16.6
8/29/2017 12:00 PM,0.154,17.2,0.044,18.4,0.039,17.2,,0.080,17.6
8/29/2017 1:00 PM,0.156,19.6,0.046,21.9,0.041,19.9,,0.083,20.9
8/29/2017 2:00 PM,0.158,21.1,0.046,23.4,0.041,21.2,,0.085,22.5
8/29/2017 3:00 PM,0.161,23.7,0.047,26.2,0.042,23.7,,0.087,25.5
8/29/2017 4:00 PM,0.162,25.2,0.046,27.2,0.042,24.7,,0.088,26.7
8/29/2017 5:00 PM,0.163,26.1,0.045,27.7,0.041,25.3,,0.087,26.7
8/29/2017 6:00 PM,0.163,25.4,0.042,26.4,0.038,24.3,,0.086,25.6
8/29/2017 7:00 PM,0.161,24.2,0.041,25.2,0.036,23.5,,0.084,24.3
8/29/2017 8:00 PM,0.159,22.8,0.040,23.2,0.034,22.0,,0.082,22.4
8/29/2017 9:00 PM,0.157,21.4,0.039,21.2,0.033,20.6,,0.079,20.8
8/29/2017 10:00 PM,0.156,20.3,0.038,19.8,0.033,19.5,,0.077,19.5
8/29/2017 11:00 PM,0.155,19.3,0.038,18.5,0.032,18.6,,0.076,18.4
8/30/2017 12:00 AM,0.154,18.5,0.037,17.3,0.032,17.7,,0.075,17.5
8/30/2017 1:00 AM,0.153,17.6,0.037,16.2,0.031,16.8,,0.074,16.6
8/30/2017 2:00 AM,0.152,16.8,0.036,15.2,0.031,16.0,,0.074,15.8
8/30/2017 3:00 AM,0.151,16.2,0.036,14.5,0.031,15.4,,0.074,15.1
8/30/2017 4:00 AM,0.151,15.6,0.036,13.9,0.030,14.8,,0.074,14.6
8/30/2017 5:00 AM,0.150,15.1,0.036,13.3,0.030,14.3,,0.074,14.0
8/30/2017 6:00 AM,0.150,14.6,0.036,12.7,0.030,13.7,,0.073,13.4
8/30/2017 7:00 AM,0.149,14.2,0.036,12.3,0.030,13.4,,0.073,13.0
8/30/2017 8:00 AM,0.148,13.9,0.036,12.2,0.030,13.2,,0.072,12.8
8/30/2017 9:00 AM,0.149,14.3,0.038,13.7,0.031,13.9,,0.073,13.7
8/30/2017 10:00 AM,0.151,16.1,0.040,17.5,0.033,16.4,,0.075,16.6
8/30/2017 11:00 AM,0.153,19.1,0.043,22.5,0.036,19.9,,0.078,20.7
8/30/2017 12:00 PM,0.156,22.3,0.045,26.8,0.039,23.2,,0.081,24.6
8/30/2017 1:00 PM,0.158,24.0,0.044,28.0,0.039,24.3,,0.082,26.1
8/30/2017 2:00 PM,0.159,25.0,0.044,29.2,0.039,25.5,,0.082,27.2
8/30/2017 3:00 PM,0.160,26.2,0.043,29.8,0.038,26.4,,0.081,28.2
8/30/2017 4:00 PM,0.160,26.1,0.041,29.3,0.036,26.2,,0.079,27.6
8/30/2017 5:00 PM,0.159,25.2,0.039,27.4,0.033,25.0,,0.076,26.1
8/30/2017 6:00 PM,0.157,24.2,0.038,26.0,0.032,24.1,,0.074,24.7
8/30/2017 7:00 PM,0.156,23.4,0.038,24.8,0.031,23.3,,0.073,23.8
8/30/2017 8:00 PM,0.155,22.4,0.036,23.2,0.030,22.2,,0.072,22.5
8/30/2017 9:00 PM,0.154,21.4,0.035,21.6,0.032,21.1,,0.071,21.2
8/30/2017 10:00 PM,0.152,20.5,0.035,20.0,0.031,20.0,,0.070,20.0
8/30/2017 11:00 PM,0.151,19.5,0.034,18.6,0.031,19.0,,0.069,18.8
8/31/2017 12:00 AM,0.150,18.8,0.034,18.0,0.031,18.3,,0.068,18.2
8/31/2017 1:00 AM,0.150,18.2,0.034,17.1,0.030,17.7,,0.068,17.4
8/31/2017 2:00 AM,0.149,17.6,0.034,16.1,0.030,16.9,,0.068,16.7
8/31/2017 3:00 AM,0.148,16.9,0.034,15.4,0.030,16.3,,0.068,16.0
8/31/2017 4:00 AM,0.148,16.5,0.034,15.0,0.030,15.9,,0.068,15.6
8/31/2017 5:00 AM,0.147,16.1,0.034,14.5,0.030,15.5,,0.068,15.2
8/31/2017 6:00 AM,0.146,15.7,0.034,14.0,0.030,15.1,,0.068,14.8
8/31/2017 7:00 AM,0.146,15.3,0.033,13.6,0.029,14.7,,0.067,14.3
8/31/2017 8:00 AM,0.146,15.2,0.034,13.8,0.030,14.6,,0.068,14.3
8/31/2017 9:00 AM,0.146,15.4,0.035,14.7,0.030,15.0,,0.068,14.9
8/31/2017 10:00 AM,0.147,16.5,0.036,17.2,0.032,16.6,,0.069,16.8
8/31/2017 11:00 AM,0.148,18.0,0.038,20.1,0.033,18.3,,0.070,18.9
8/31/2017 12:00 PM,0.150,19.2,0.039,21.5,0.034,19.5,,0.070,20.3
8/31/2017 1:00 PM,0.151,20.3,0.040,23.2,0.034,20.7,,0.071,21.6
8/31/2017 2:00 PM,0.152,22.2,0.041,25.8,0.036,22.6,,0.072,24.3
8/31/2017 3:00 PM,0.152,22.5,0.039,25.0,0.035,22.6,,0.071,23.9
8/31/2017 4:00 PM,0.150,21.0,0.037,22.0,0.033,20.8,,0.069,21.4
8/31/2017 5:00 PM,0.151,21.4,0.038,23.2,0.034,21.6,,0.069,22.3
8/31/2017 6:00 PM,0.151,21.7,0.038,23.0,0.034,21.8,,0.069,22.9
8/31/2017 7:00 PM,0.150,21.1,0.036,21.9,0.033,21.3,,0.068,22.1
8/31/2017 8:00 PM,0.148,20.4,0.036,20.7,0.032,20.3,,0.066,20.7
8/31/2017 9:00 PM,0.147,19.4,0.035,18.8,0.031,19.1,,0.065,19.2
8/31/2017 10:00 PM,0.146,18.5,0.034,17.5,0.031,18.0,,0.064,18.0
8/31/2017 11:00 PM,0.146,17.9,0.034,16.8,0.031,17.4,,0.064,17.3
9/1/2017 12:00 AM,0.145,17.4,0.034,16.3,0.030,17.0,,0.064,16.7
9/1/2017 1:00 AM,0.145,16.9,0.034,15.6,0.030,16.4,,0.064,16.2
9/1/2017 2:00 AM,0.145,16.6,0.034,15.2,0.030,16.1,,0.064,15.8
9/1/2017 3:00 AM,0.144,16.1,0.034,14.6,0.030,15.6,,0.063,15.3
9/1/2017 4:00 AM,0.143,15.6,0.034,13.8,0.030,15.0,,0.063,14.6
9/1/2017 5:00 AM,0.143,15.1,0.034,13.2,0.029,14.4,,0.063,14.1
9/1/2017 6:00 AM,0.142,14.7,0.034,12.6,0.029,13.9,,0.063,13.5
9/1/2017 7:00 AM,0.142,14.2,0.033,12.1,0.029,13.5,,0.063,13.0
9/1/2017 8:00 AM,0.141,13.8,0.033,11.8,0.029,13.1,,0.063,12.7
9/1/2017 9:00 AM,0.142,13.9,0.034,12.8,0.029,13.5,,0.064,13.3
9/1/2017 10:00 AM,0.143,15.3,0.036,16.3,0.031,15.5,,0.065,15.9
9/1/2017 11:00 AM,0.145,17.7,0.039,20.9,0.033,18.4,,0.067,19.4
9/1/2017 12:00 PM,0.148,20.3,0.041,24.6,0.035,21.0,,0.069,22.8
9/1/2017 1:00 PM,0.150,22.3,0.042,27.2,0.037,22.8,,0.070,25.6
9/1/2017 2:00 PM,0.151,24.2,0.042,28.8,0.038,24.5,,0.071,27.8
9/1/2017 3:00 PM,0.153,25.6,0.041,29.7,0.039,25.7,,0.071,29.1
9/1/2017 4:00 PM,0.153,26.2,0.039,29.4,0.037,26.1,,0.069,29.0
9/1/2017 5:00 PM,0.152,26.2,0.038,28.7,0.035,26.1,,0.067,28.1
9/1/2017 6:00 PM,0.151,25.1,0.035,26.4,0.033,24.8,,0.064,26.3
9/1/2017 7:00 PM,0.148,23.8,0.034,24.8,0.032,23.8,,0.062,24.8
9/1/2017 8:00 PM,0.146,22.4,0.033,22.4,0.030,22.0,,0.061,22.4
9/1/2017 9:00 PM,0.145,21.0,0.032,20.1,0.029,20.3,,0.059,20.5
9/1/2017 10:00 PM,0.143,19.7,0.031,18.3,0.028,18.8,,0.058,18.9
9/1/2017 11:00 PM,0.142,18.8,0.031,17.2,0.028,17.9,,0.058,17.8
9/2/2017 12:00 AM,0.142,18.1,0.031,16.4,0.027,17.2,,0.057,17.0
9/2/2017 1:00 AM,0.141,17.3,0.030,15.3,0.027,16.4,,0.057,16.2
9/2/2017 2:00 AM,0.140,16.7,0.030,14.6,0.027,15.8,,0.057,15.5
9/2/2017 3:00 AM,0.140,16.2,0.030,14.0,0.026,15.2,,0.057,14.9
9/2/2017 4:00 AM,0.139,15.6,0.030,13.2,0.026,14.6,,0.057,14.3
9/2/2017 5:00 AM,0.139,15.1,0.030,12.6,0.026,14.0,,0.057,13.6
9/2/2017 6:00 AM,0.139,14.6,0.030,12.1,0.026,13.6,,0.057,13.1
9/2/2017 7:00 AM,0.138,14.1,0.030,11.6,0.026,13.2,,0.057,12.7
9/2/2017 8:00 AM,0.138,13.8,0.030,11.5,0.026,12.9,,0.057,12.4
9/2/2017 9:00 AM,0.138,13.9,0.031,12.4,0.026,13.3,,0.058,13.1
9/2/2017 10:00 AM,0.139,15.5,0.033,16.6,0.028,15.7,,0.059,16.3
9/2/2017 11:00 AM,0.142,18.3,0.036,22.3,0.031,19.1,,0.061,20.5
9/2/2017 12:00 PM,0.145,21.2,0.039,26.7,0.033,22.2,,0.063,24.4
9/2/2017 1:00 PM,0.147,23.7,0.040,29.9,0.035,24.8,,0.064,27.9
9/2/2017 2:00 PM,0.148,25.8,0.039,31.6,0.036,26.7,,0.065,30.5
9/2/2017 3:00 PM,0.149,27.2,0.038,32.3,0.036,27.9,,0.064,31.8
9/2/2017 4:00 PM,0.148,27.8,0.036,31.9,0.034,28.2,,0.061,31.5
9/2/2017 5:00 PM,0.148,27.8,0.035,31.0,0.033,28.1,,0.059,30.4
9/2/2017 6:00 PM,0.145,26.6,0.033,28.2,0.030,26.4,,0.057,28.1
