date,frameID,Fire,Aspect,Species,Direction,height_10_A,height_10_B,height_10_C,height_10_D,height_10_E,height_9_A,height_9_B,height_9_C,height_9_D,height_9_E,height_8_A,height_8_B,height_8_C,height_8_D,height_8_E,height_7_A,height_7_B,height_7_C,height_7_D,height_7_E,height_6_A,height_6_B,height_6_C,height_6_D,height_6_E,height_5_A,height_5_B,height_5_C,height_5_D,height_5_E,height_4_A,height_4_B,height_4_C,height_4_D,height_4_E,height_3_A,height_3_B,height_3_C,height_3_D,height_3_E,height_2_A,height_2_B,height_2_C,height_2_D,height_2_E,height_1_A,height_1_B,height_1_C,height_1_D,height_1_E,basal_10_A,basal_10_B,basal_10_C,basal_10_D,basal_10_E,basal_9_A,basal_9_B,basal_9_C,basal_9_D,basal_9_E,basal_8_A,basal_8_B,basal_8_C,basal_8_D,basal_8_E,basal_7_A,basal_7_B,basal_7_C,basal_7_D,basal_7_E,basal_6_A,basal_6_B,basal_6_C,basal_6_D,basal_6_E,basal_5_A,basal_5_B,basal_5_C,basal_5_D,basal_5_E,basal_4_A,basal_4_B,basal_4_C,basal_4_D,basal_4_E,basal_3_A,basal_3_B,basal_3_C,basal_3_D,basal_3_E,basal_2_A,basal_2_B,basal_2_C,basal_2_D,basal_2_E,basal_1_A,basal_1_B,basal_1_C,basal_1_D,basal_1_E,Notes,_id,_uuid,_submission_time,_index
2018-10-20,29,maple,flat,pico,center,,,,,,,,47,29,,,,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,,,,,,,,,,169,117,,,,,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169,,,,,,,,,,,,
2019-06-19,29,maple,flat,pico,center,,,,,,,,87,51,,,,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,,,,,,,,,,,,,,,298,200,,,,,213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322,,,,,,,,,30808160,da8566a6-6436-435d-b2bb-62c2718f571d,2019-06-23T13:55:06,1091
2019-10-08,29,maple,flat,pico,center,,,,,,,,90,80,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130,,,,,,,,,,,,,,,388,381,,,,,254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,490,,,,,,,,,,,,
2018-06-25,32,maple,flat,pico,ne,,,,,,19,,,16,8,23,,,,,,,,,13,,14,,,,,,,,,,,,19,,,,28,,,,,,16,,,,,,,,,,,,95,,,78,80,97,,,,,,,,,77,,90,,,,,,,,,,,,106,,,,93,,,,,,103,,,,,,,,11828242,34b4c320-20fe-4115-81f2-08dbb7ab81a6,2018-06-29T15:23:22,171
2018-07-09,32,maple,flat,pico,ne,,,,,,22,,,22,7,21,,,,,,,,,,,15,,,,,,,,,,,,22,,,,35,,,,,,23,,,,,,,,,,,,77,,,80,70,99,,,,,,,,,,,63,,,,,,,,,,,,87,,,,100,,-999,,,,75,,,,,,,,12401122,335b87ad-c39e-4df5-890c-ab3887d3a473,2018-07-13T03:21:39,354
2018-07-21,32,maple,flat,pico,ne,6,,,,,23,,,21,9,25,,,,,,,,,,,19,,,,,,,,,,,,24,,,,42,,,,,,28,,,,,,,,,,,,80,,,75,75,93,,,,,,,,,,,87,,,,,,,,,,,,80,,,,117,,,,,,97,,,,,,,A10 and E10 underground,12922386,200a66fd-52a5-4b1c-9307-9c14ee8619dd,2018-07-27T23:47:36,475
2018-08-06,32,maple,flat,pico,ne,,,,,,29,,,20,11,30,,,,,,,,,,,22,,,,,,,,,,,,35,,,,49,,,,,,31,,,,,,,,,,,,101,,,95,75,98,,,,,,,,,,,85,,,,,,,,,,,,85,,,,159,,,,,,126,,,,,,,,13429851,737da884-0047-4ce9-b18b-17db97da87a0,2018-08-12T22:22:08,725
2018-10-20,32,maple,flat,pico,ne,,,,,,37,,,24,18,29,,,,,,,,,,,-999,,,,,,,,,,,,42,,,,49,,,,,,38,,,,,,,,,,,,177,,,160,82,159,,,,,,,,,,,,,,,,,,,,,,,165,,,,207,,,,,,191,,,,,,,,,,,
2019-06-19,32,maple,flat,pico,ne,,,,,,71,,,57,26,47,,,,,,,,,,,,,,,,,,,,,,,77,,,,93,,,,,,78,,,,,,,,,,,,265,,,294,134,222,,,,,,,,,,,,,,,,,,,,,,,213,,,,290,,,,,,234,,,,,,,,30808165,7290bab5-7fbd-4443-b487-2ddf2164a5c5,2019-06-23T13:55:09,1096
2019-10-08,32,maple,flat,pico,ne,,,,,,80,,,90,30,60,,,,,,,,,,,,,,,,,,,,,,,90,,,,100,,,,,,90,,,,,,,,,,,,579,,,400,298,258,,,,,,,,,,,,,,,,,,,,,,,301,,,,465,,,,,,394,,,,,,,,,,,
2018-06-25,110,maple,flat,pico,se,,,,,,,,,,,,,,,,,,15,,21,,,,,23,,,,,24,,,,11,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123,,90,,,,,92,,,,,92,,,,90,93,,,,,,,,,,,,,,,,,11828248,4e7163e9-7449-4211-acde-059fb58c8404,2018-06-29T15:23:24,174
2018-07-09,110,maple,flat,pico,se,,,,,,,,,,,,,,,,,,16,,20,,,,,32,,,,,24,,,,13,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,,63,,,,,75,,,,,83,,,,78,75,,,,,,,,,,,,,,,,,12401126,4fb0fee6-1511-4f88-b4a8-43f9c12a22f8,2018-07-13T03:21:45,357
2018-07-21,110,maple,flat,pico,se,,,,,,,,,,,,,,,,,,22,,19,,,,,37,,,,,28,,,,20,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,,74,,,,,105,,,,,103,,,,76,87,,,,,,,,,,,,,,,,,12922377,ac936822-df05-44e9-b90b-ad0d284f18d1,2018-07-27T23:47:22,528
2018-08-06,110,maple,flat,pico,se,,,,,,,,,,,,,,,,,,34,,26,,,,,47,,,,,31,,,,27,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121,,102,,,,,168,,,,,135,,,,95,103,,,,,,,,,,,,,,,,,13429840,5e4e30cd-b639-45bc-bee6-399fec9bcbd0,2018-08-12T22:21:42,717
2018-10-20,110,maple,flat,pico,se,,,,,,,,,,,,,,,,,,35,,-999,,,,,48,,,,,45,,,,33,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143,,,,,,,285,,,,,228,,,,146,240,,,,,,,,,,,,,,,,,,,,
2019-06-19,110,maple,flat,pico,se,,,,,,,,,,,,,,,,,,56,,-999,,,,,103,,,,,86,,,,83,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,231,,,,,,,289,,,,,311,,,,324,385,,,,,,,,,,,,,,,,,30808172,871a598b-bf93-4616-9e8b-c11e45a94ae3,2019-06-23T13:55:18,1099
2019-10-08,110,maple,flat,pico,se,,,,,,,,,,,,,,,,,,-999,,,,,,,130,,,,,80,,,,100,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,,,,,334,,,,397,392,,,,,,,,,,,,,,,,,,,,
2018-06-25,7,maple,flat,psme,center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,,16,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,,,,,,,102,,,,,82,,,,,,11828262,efa7a0f5-8bec-4dc3-9479-1c7ea19c59cb,2018-06-29T15:23:29,182
2018-07-09,7,maple,flat,psme,center,,,,,,,,,,15,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103,,,,,,,,,,,,115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12401118,309ff73e-c196-4a7c-944f-1b73ad07278d,2018-07-13T03:21:32,350
2018-07-21,7,maple,flat,psme,center,,,,,,,,,,19,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110,,,,,,,,,,,,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12922375,39f0258d-a3ed-4661-810d-a63c83150a5a,2018-07-27T23:47:19,530
2018-08-06,7,maple,flat,psme,center,,,,,,,,,,21,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,,,,,,,,,,,,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13429837,ff7a2e62-c9fc-413d-bee6-01c732015052,2018-08-12T22:21:35,714
2018-10-20,7,maple,flat,psme,center,,,,,,,,,,21,,,,,,,,,,,,-999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-19,7,maple,flat,psme,center,,,,,,,,,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30808158,82de9ca3-e0b4-4207-bd91-3081bfe3671c,2019-06-23T13:55:05,1090
2019-10-08,7,maple,flat,psme,center,,,,,,,,,,-666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-25,78,maple,flat,psme,nw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11828256,3834da98-a2a3-449d-8312-9cd80730d024,2018-06-29T15:23:27,179
2018-07-09,78,maple,flat,psme,nw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nothing,12401131,2d8f305d-9ab6-4f34-a13b-43033791bc79,2018-07-13T03:21:54,362
2018-07-21,78,maple,flat,psme,nw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nothing,12922384,df1a4a7c-2f05-470a-8fa6-4c51d61d5e6a,2018-07-27T23:47:33,521
2018-08-06,78,maple,flat,psme,nw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nothing,13429850,948c7b77-8748-4dc2-b39d-047ae6a88a88,2018-08-12T22:22:06,724
2018-10-20,78,maple,flat,psme,nw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-19,78,maple,flat,psme,nw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Check species,30808163,a446f32f-754f-4b6a-9f66-8588b07d24b0,2019-06-23T13:55:08,1094
2019-10-08,78,maple,flat,psme,nw ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-25,87,maple,flat,psme,se,,,,,,,,,,,,,,,,,,,,-999,,,,22,,,,,,,,,,,,,,,,,23,,,-999,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,,,,,,,,,,,,,,,,,103,,,,,68,,,,,,11828245,3932bff5-ca08-4ab0-b72f-a3c1c0b76939,2018-06-29T15:23:24,173
2018-07-09,87,maple,flat,psme,se,,,,,,,,,,,,,,,,,,,,-999,,,,24,,,,,,,,,,,,,,,,,24,,,-999,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,,,,,,,,,,,,,,,,,91,,,,,75,,,,,,12401125,af11aa6e-7643-4bb2-9c2c-d7c74f9ccbe4,2018-07-13T03:21:42,356
2018-07-21,87,maple,flat,psme,se,,,,,,,,,,,,,,,,,,,,-999,,,,21,,,,,,,,,,,,,,,,,24,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,,,,,,,,,,,,,,,,,104,,,,,78,,,,,,12922376,ab01b863-a6f7-4a62-bd52-24fa21760b94,2018-07-27T23:47:20,529
2018-08-06,87,maple,flat,psme,se,,,,,,,,,,,,,,,,,,,,,,,,23,,,,,,,,,,,,,,,,,25,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,,,,,,,,,,,,,,,,,98,,,,,85,,,,,,13429839,48c1773c-a961-429e-a2ac-ab82a5d87eba,2018-08-12T22:21:39,716
2018-10-20,87,maple,flat,psme,se,,,,,,,,,,,,,,,,,,,,,,,,27,,,,,,,,,,,,,,,,,30,,,,,-999,,,,,,,,,,,,,,,,,,,,,,,,,,,,143,,,,,,,,,,,,,,,,,110,,,,,,,,,,,,,,
2019-06-19,87,maple,flat,psme,se,,,,,,,,,,,,,,,,,,,,,,,,-999,,,,,,,,,,,,,,,,,39,,,,,-999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190,,,,,,,,,,,30808273,aa947302-e01f-410c-ac63-75b78447ef2c,2019-06-23T13:57:47,1100
2019-10-08,87,maple,flat,psme,se,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282,,,,,,,,,,,,,,
2018-06-25,227,maple,flat,psme,ne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-999,,,,,,,,,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,,,11828241,34f7728b-b2b8-4e4d-8228-9a0c4cde254e,2018-06-29T15:23:22,170
2018-07-09,227,maple,flat,psme,ne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nothing,12401121,2058b15e-dfe3-415f-8b42-4b786f128b47,2018-07-13T03:21:36,353
2018-07-21,227,maple,flat,psme,ne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nothing,12922385,b33d5536-f4a3-4597-9f31-e29cf3604853,2018-07-27T23:47:34,520
2018-08-06,227,maple,flat,psme,ne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nothing,13429855,b12c36e1-3483-48ac-9ea7-93e0a1b8c763,2018-08-12T22:22:14,727
2018-10-20,227,maple,flat,psme,ne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-19,227,maple,flat,psme,ne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30808166,a7d0b4d8-fef9-43e6-bbd1-37f2a1d6a6d7,2019-06-23T13:55:09,1097
2019-10-08,227,maple,flat,psme,ne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-25,488,maple,flat,psme,sw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nothing,11828250,626815fe-d10e-4573-a956-cb011e2147ea,2018-06-29T15:23:25,176
2018-07-09,488,maple,flat,psme,sw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12401128,52b354ff-6b38-470f-bde7-9ba68d22ffe3,2018-07-13T03:21:49,359
2018-07-21,488,maple,flat,psme,sw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nothing,12922379,1a9d2704-8500-42e4-863b-79090bea582a,2018-07-27T23:47:26,526
2018-08-06,488,maple,flat,psme,sw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nothing,13429844,7b68e035-78ef-4834-9ae0-dca1f74dd42e,2018-08-12T22:21:49,719
2018-10-20,488,maple,flat,psme,sw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-19,488,maple,flat,psme,sw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Check tag,30808389,92b904f8-17b0-4010-a9dd-03ab1edc3c98,2019-06-23T14:00:05,1103
2019-10-08,488,maple,flat,psme,sw ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-25,36,maple,north,control,nw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nothing,11828221,fb86bda2-a5c0-4cd7-87fd-c712a35289f9,2018-06-29T15:23:14,157
2018-07-09,36,maple,north,control,nw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nothing,12401097,7cb00c42-50d9-4a0e-a327-63ab7764624f,2018-07-13T03:21:11,337
2018-07-21,36,maple,north,control,nw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nothing,12922365,bf0abd2f-4569-462c-a917-b2eae94e50c7,2018-07-27T23:47:07,540
2018-08-06,36,maple,north,control,nw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nothing,13429831,f468bcb7-b036-4da7-9287-d0346ecc36b6,2018-08-12T22:21:26,708
2018-10-20,36,maple,north,control,nw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-19,36,maple,north,control,nw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30808403,76d2e8f7-c040-49ba-8b75-b728a25f7497,2019-06-23T14:00:11,1112
2019-10-08,36,maple,north,control,nw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-25,91,maple,north,control,center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nothing,11828236,2feb8a67-c67c-4a24-ac04-167ea57a7296,2018-06-29T15:23:20,167
2018-07-09,91,maple,north,control,center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nothing,12401116,b2014a8e-5b3e-42f0-a7bd-7f0c5115eafe,2018-07-13T03:21:31,349
2018-07-21,91,maple,north,control,center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nothing,12922360,a18a77f6-8a6a-4a08-8576-03bc77816485,2018-07-27T23:46:59,545
2018-08-06,91,maple,north,control,center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nothing,13429835,2d6e77fe-79c7-4132-9928-d4df9421a891,2018-08-12T22:21:32,712
2018-10-20,91,maple,north,control,center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-19,91,maple,north,control,center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30808400,3b2be6f0-baa3-4585-98fe-45c75daaea22,2019-06-23T14:00:10,1110
2019-10-08,91,maple,north,control,center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-25,108,maple,north,control,ne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nothing,11828225,e7af8c71-38bc-4330-8ef6-dc4fba8c3e44,2018-06-29T15:23:16,160
2018-07-09,108,maple,north,control,ne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nothing,12401099,ef8bec40-dbf8-424e-a573-001a81fc3f75,2018-07-13T03:21:13,338
2018-07-21,108,maple,north,control,ne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nothing,12922368,1c6936cc-ed61-4547-a5cc-2efbfe6a68ff,2018-07-27T23:47:10,537
2018-08-06,108,maple,north,control,ne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nothing,13429822,6eaf8be0-dbbd-4b01-9b7b-0cc7622385a6,2018-08-12T22:21:08,699
2018-10-20,108,maple,north,control,ne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Check species,,,,
2019-06-19,108,maple,north,control,ne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30808411,61281115-0706-4ad7-8b0e-bc0c40a2edf7,2019-06-23T14:00:14,1116
2019-10-08,108,maple,north,control,ne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-25,226,maple,north,control,sw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nothing,11828232,8d3e28ea-dc1e-44c8-8b98-b8078e62bdc4,2018-06-29T15:23:18,164
2018-07-09,226,maple,north,control,sw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nothing,12401113,19bf984e-6b52-40e0-90b5-84265096bf2c,2018-07-13T03:21:27,346
2018-07-21,226,maple,north,control,sw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nothing,12922363,44cf3a46-f90d-4222-bd04-7ba9b6a1da4f,2018-07-27T23:47:03,542
2018-08-06,226,maple,north,control,sw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nothing,13429827,965ce496-ad4e-4fc3-8a6b-6dc6b8871147,2018-08-12T22:21:19,704
2018-10-20,226,maple,north,control,sw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-19,226,maple,north,control,sw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30808419,c9befc77-33f2-4303-82e1-e54547ccb48f,2019-06-23T14:00:17,1121
2019-10-08,226,maple,north,control,sw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-25,1272,maple,north,control,se,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11828230,ce0a6eaa-79d2-4a8d-9c5c-655119bc0870,2018-06-29T15:23:17,163
2018-07-09,1272,maple,north,control,se,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nothing,12401110,9edfafc8-97e5-44ff-bc7e-54b42f618fe5,2018-07-13T03:21:22,343
